title,author,isbn,avg_rating,user_rating,date_read,shelf,url,cover_url,genres,description
Miss Peregrine's Home for Peculiar Children,"Riggs, Ransom",1594744769,3.92,4,not set,read,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623449170l/9460487._SY75_.jpg,[],
Harry Potter and the Half-Blood Prince,"Rowling, J.K.",,4.58,5,not set,read,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587697303l/1._SX50_.jpg,[],
Harry Potter and the Order of the Phoenix,"Rowling, J.K.",,4.5,5,not set,read,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546910265l/2._SY75_.jpg,[],
Harry Potter and the Deathly Hallows,"Rowling, J.K.",,4.62,5,not set,read,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663805647l/136251._SY75_.jpg,[],
The Sea of Monsters,"Riordan, Rick",0786856866,4.24,5,not set,read,https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602661l/28186._SX50_.jpg,[],
The Titan’s Curse,"Riordan, Rick",,4.37,5,not set,read,https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038385l/561456._SY75_.jpg,[],
The Battle of the Labyrinth,"Riordan, Rick",1423101464,4.42,5,not set,read,https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518607478l/2120932._SX50_.jpg,[],
The da Vinci Code,"Brown, Dan",,3.93,5,not set,read,https://www.goodreads.com/book/show/968.The_da_Vinci_Code,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1720313229l/968._SY75_.jpg,[],
The Alchemist,"Coelho, Paulo",0062315005,3.92,5,not set,read,https://www.goodreads.com/book/show/18144590-the-alchemist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654371463l/18144590._SY75_.jpg,[],
Insurgent,"Roth, Veronica",0007442912,3.97,2,not set,read,https://www.goodreads.com/book/show/11735983-insurgent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618525340l/11735983._SY75_.jpg,[],
Harry Potter and the Goblet of Fire,"Rowling, J.K.",0439139597,4.57,4,not set,read,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6._SX50_.jpg,[],
Harry Potter and the Chamber of Secrets,"Rowling, J.K.",,4.43,5,not set,read,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725l/15881._SY75_.jpg,[],
Divergent,"Roth, Veronica",0062024035,4.14,2,not set,read,https://www.goodreads.com/book/show/13335037-divergent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618526890l/13335037._SY75_.jpg,[],
Harry Potter and the Prisoner of Azkaban,"Rowling, J.K.",043965548X,4.58,5,not set,read,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630547330l/5._SY75_.jpg,[],
1984,"Orwell, George",0452284236,4.2,4,not set,read,https://www.goodreads.com/book/show/61439040-1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657781256l/61439040._SX50_.jpg,[],
The Fault in Our Stars,"Green, John",,4.13,4,not set,read,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273739l/11870085._SX50_.jpg,[],
Pride and Prejudice,"Austen, Jane",1441341706,4.29,4,not set,read,https://www.goodreads.com/book/show/1885.Pride_and_Prejudice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399351l/1885._SY75_.jpg,[],
Of Mice and Men,"Steinbeck, John",0142000671,3.89,5,not set,read,https://www.goodreads.com/book/show/890.Of_Mice_and_Men,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511302904l/890._SX50_.jpg,[],
Angels & Demons,"Brown, Dan",1416524797,3.95,5,not set,read,https://www.goodreads.com/book/show/960.Angels_Demons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1696691404l/960._SY75_.jpg,[],
Dan Brown Inferno (Robert Langdon) Unofficial Guide,"Eastment, Stephen",1456613308,4.32,5,not set,read,https://www.goodreads.com/book/show/17587594-dan-brown-inferno-robert-langdon-unofficial-guide,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372848476l/17587594._SY75_.jpg,[],
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,"Potts, Rolf",0812992180,3.95,5,not set,read,https://www.goodreads.com/book/show/100247.Vagabonding,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320532720l/100247._SY75_.jpg,[],
On the Road,"Kerouac, Jack",0140042598,3.61,5,not set,read,https://www.goodreads.com/book/show/70401.On_the_Road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658929891l/70401._SY75_.jpg,[],
Lonesome Traveller,"Kerouac, Jack",0586038442,3.75,4,not set,read,https://www.goodreads.com/book/show/247972.Lonesome_Traveller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1229055550l/247972._SY75_.jpg,[],
At Home in the World: Stories and Essential Teachings from a Monk's Life,Thich Nhat Hanh,1941529437,4.52,4,not set,read,https://www.goodreads.com/book/show/28439490-at-home-in-the-world,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642963978l/28439490._SY75_.jpg,[],
Dune,"Herbert, Frank",059309932X,4.28,5,not set,read,https://www.goodreads.com/book/show/44767458-dune,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555447414l/44767458._SY75_.jpg,[],
My Inventions,"Tesla, Nikola",1599869942,3.91,4,not set,read,https://www.goodreads.com/book/show/493.My_Inventions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349108147l/493._SX50_.jpg,[],
The Selfish Gene,"Dawkins, Richard",0199291152,4.16,4,not set,read,https://www.goodreads.com/book/show/61535.The_Selfish_Gene,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366758096l/61535._SY75_.jpg,[],
The Unbearable Lightness of Being,"Kundera, Milan",0571224385,4.11,4,not set,read,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265401884l/9717._SY75_.jpg,[],
Ender’s Game,"Card, Orson Scott",0812550706,4.31,5,not set,read,https://www.goodreads.com/book/show/375802.Ender_s_Game,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408303130l/375802._SY75_.jpg,[],
Speaker for the Dead,"Card, Orson Scott",0812550757,4.11,5,not set,read,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295660894l/7967._SY75_.jpg,[],
Ender's Shadow,"Card, Orson Scott",0765342405,4.32,5,not set,read,https://www.goodreads.com/book/show/9532.Ender_s_Shadow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424904668l/9532._SY75_.jpg,[],
Xenocide,"Card, Orson Scott",0312861877,3.82,5,not set,read,https://www.goodreads.com/book/show/8648.Xenocide,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924577l/8648._SY75_.jpg,[],
Shadow of the Hegemon,"Card, Orson Scott",0812565959,3.97,5,not set,read,https://www.goodreads.com/book/show/9534.Shadow_of_the_Hegemon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537335644l/9534._SY75_.jpg,[],
Children of the Mind,"Card, Orson Scott",0765304740,3.78,5,not set,read,https://www.goodreads.com/book/show/31360.Children_of_the_Mind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1733820590l/31360._SY75_.jpg,[],
Shadow of the Giant,"Card, Orson Scott",1841492051,4.01,5,not set,read,https://www.goodreads.com/book/show/8647.Shadow_of_the_Giant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165699277l/8647._SY75_.jpg,[],
Ender in Exile,"Card, Orson Scott",0765304961,3.92,5,not set,read,https://www.goodreads.com/book/show/3220405-ender-in-exile,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442883678l/3220405._SX50_.jpg,[],
The Last Shadow,"Card, Orson Scott",0765304953,3.63,5,not set,read,https://www.goodreads.com/book/show/7108926-the-last-shadow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612199553l/7108926._SY75_.jpg,[],
The Next Fifty Things that Made the Modern Economy,"Harford, Tim",1408712644,4.08,5,not set,read,https://www.goodreads.com/book/show/52716719-the-next-fifty-things-that-made-the-modern-economy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1616445997l/52716719._SY75_.jpg,[],
"Money: From Bronze to Bitcoin, the True Story of a Made-up Thing","Goldstein, Jacob",1786495724,4.19,5,not set,read,https://www.goodreads.com/book/show/59425563-money,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634824732l/59425563._SY75_.jpg,[],
Socrates' Defence,Plato,0141397640,4.19,4,not set,read,https://www.goodreads.com/book/show/24874318-socrates-defence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423750716l/24874318._SX50_.jpg,[],
The Last Olympian,"Riordan, Rick",1423101472,4.55,5,not set,read,https://www.goodreads.com/book/show/4556058-the-last-olympian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1723393514l/4556058._SY75_.jpg,[],
The Demigod Files,"Riordan, Rick",142312166X,4.02,3,not set,read,https://www.goodreads.com/book/show/3992598-the-demigod-files,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533071526l/3992598._SX50_.jpg,[],
Percy Jackson's Greek Gods,"Riordan, Rick",,4.43,4,not set,read,https://www.goodreads.com/book/show/20829994-percy-jackson-s-greek-gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437455100l/20829994._SX50_.jpg,[],
Percy Jackson's Greek Heroes,"Riordan, Rick",1423183657,4.41,4,not set,read,https://www.goodreads.com/book/show/23349901-percy-jackson-s-greek-heroes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413406290l/23349901._SX50_.jpg,[],
The Lost Hero,"Riordan, Rick",142311339X,4.29,5,not set,read,https://www.goodreads.com/book/show/7736182-the-lost-hero,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003l/7736182._SY75_.jpg,[],
The Mark of Athena,"Riordan, Rick",1423140605,4.47,5,not set,read,https://www.goodreads.com/book/show/12127750-the-mark-of-athena,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354l/12127750._SY75_.jpg,[],
The Son of Neptune,"Riordan, Rick",1423140591,4.41,4,not set,read,https://www.goodreads.com/book/show/9520360-the-son-of-neptune,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114l/9520360._SY75_.jpg,[],
The House of Hades,"Riordan, Rick",1423146727,4.57,4,not set,read,https://www.goodreads.com/book/show/12127810-the-house-of-hades,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201430l/12127810._SY75_.jpg,[],
The Red Pyramid,"Riordan, Rick",1423113381,4.1,4,not set,read,https://www.goodreads.com/book/show/7090447-the-red-pyramid,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018382l/7090447._SY75_.jpg,[],
The Blood of Olympus,"Riordan, Rick",,4.43,4,not set,read,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201441l/18705209._SY75_.jpg,[],
The Throne of Fire,"Riordan, Rick",1423140567,4.19,4,not set,read,https://www.goodreads.com/book/show/9067850-the-throne-of-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018148l/9067850._SY75_.jpg,[],
The Serpent's Shadow,"Riordan, Rick",1423140575,4.28,4,not set,read,https://www.goodreads.com/book/show/12893742-the-serpent-s-shadow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366227982l/12893742._SY75_.jpg,[],
Common Sense,"Paine, Thomas",0143036254,4.0,4,not set,read,https://www.goodreads.com/book/show/161744.Common_Sense,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209451l/161744._SY75_.jpg,[],
64 Geeks: The Brains Who Shaped Our World,"Newkey-Burden, Chas",,3.74,3,not set,read,https://www.goodreads.com/book/show/42352427-64-geeks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539640398l/42352427._SX50_.jpg,[],
Ready Player One,"Cline, Ernest",030788743X,4.23,4,not set,read,https://www.goodreads.com/book/show/9969571-ready-player-one,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947l/9969571._SY75_.jpg,[],
A Game of Thrones,"Martin, George R.R.",0553588486,4.45,5,not set,read,https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234l/13496._SY75_.jpg,[],
Airman,"Colfer, Eoin",0141383356,4.15,5,not set,read,https://www.goodreads.com/book/show/2049993.Airman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327967233l/2049993._SY75_.jpg,[],
Artemis Fowl,"Colfer, Eoin",,3.86,4,not set,read,https://www.goodreads.com/book/show/249747.Artemis_Fowl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661894l/249747._SX50_.jpg,[],
The Atlantis Complex,"Colfer, Eoin",1423128192,3.97,3,not set,read,https://www.goodreads.com/book/show/7005865-the-atlantis-complex,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522213238l/7005865._SX50_.jpg,[],
The Lost Colony,"Colfer, Eoin",,4.01,3,not set,read,https://www.goodreads.com/book/show/37586.The_Lost_Colony,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522190376l/37586._SX50_.jpg,[],
The Arctic Incident,"Colfer, Eoin",,3.96,3,not set,read,https://www.goodreads.com/book/show/114955.The_Arctic_Incident,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388294381l/114955._SX50_.jpg,[],
The Opal Deception,"Colfer, Eoin",1423103998,4.06,3,not set,read,https://www.goodreads.com/book/show/114954.The_Opal_Deception,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266475201l/114954._SY75_.jpg,[],
The Eternity Code,"Colfer, Eoin",0141321318,4.05,3,not set,read,https://www.goodreads.com/book/show/227865.The_Eternity_Code,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945417l/227865._SY75_.jpg,[],
The Time Paradox,"Colfer, Eoin",,4.08,3,not set,read,https://www.goodreads.com/book/show/2179276.The_Time_Paradox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522190483l/2179276._SX50_.jpg,[],
The Last Guardian,"Colfer, Eoin",1423161610,4.16,3,not set,read,https://www.goodreads.com/book/show/9307674-the-last-guardian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522745526l/9307674._SX50_.jpg,[],
The Seventh Dwarf,"Colfer, Eoin",0141318007,3.9,3,not set,read,https://www.goodreads.com/book/show/904896.The_Seventh_Dwarf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327164341l/904896._SY75_.jpg,[],
The City of Ember / The People of Sparks / The Prophet of Yonwood / The Diamond of Darkhold,"DuPrau, Jeanne",,4.26,4,not set,read,https://www.goodreads.com/book/show/21847967-the-city-of-ember-the-people-of-sparks-the-prophet-of-yonwood-the,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396708904l/21847967._SX50_.jpg,[],
The City of Ember,"DuPrau, Jeanne",0375822747,3.9,4,not set,read,https://www.goodreads.com/book/show/307791.The_City_of_Ember,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591616783l/307791._SX50_.jpg,[],
The People of Sparks,"DuPrau, Jeanne",0375828257,3.7,3,not set,read,https://www.goodreads.com/book/show/3467.The_People_of_Sparks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397931991l/3467._SX50_.jpg,[],
The Diamond of Darkhold,"DuPrau, Jeanne",0375955712,3.82,3,not set,read,https://www.goodreads.com/book/show/2493973.The_Diamond_of_Darkhold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320636372l/2493973._SY75_.jpg,[],
The Prophet of Yonwood,"DuPrau, Jeanne",0440421241,3.28,3,not set,read,https://www.goodreads.com/book/show/207034.The_Prophet_of_Yonwood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320636285l/207034._SY75_.jpg,[],
This is Going to Hurt: Secret Diaries of a Junior Doctor,"Kay, Adam",,4.4,5,not set,read,https://www.goodreads.com/book/show/35510008-this-is-going-to-hurt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498340278l/35510008._SY75_.jpg,[],
The Martian,"Weir, Andy",0804139024,4.42,5,not set,read,https://www.goodreads.com/book/show/18007564-the-martian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054l/18007564._SY75_.jpg,[],
The Alchemyst,"Scott, Michael",0552562521,3.86,5,not set,read,https://www.goodreads.com/book/show/17402605-the-alchemyst,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361310229l/17402605._SY75_.jpg,[],
The Name of This Book Is Secret,"Bosch, Pseudonymous",0316113662,4.07,3,not set,read,https://www.goodreads.com/book/show/1099301.The_Name_of_This_Book_Is_Secret,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442896331l/1099301._SX50_.jpg,[],
The Magician,"Scott, Michael",0385733585,4.1,5,not set,read,https://www.goodreads.com/book/show/2402971.The_Magician,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273675l/2402971._SY75_.jpg,[],
The Sorceress,"Scott, Michael",0385735294,4.12,5,not set,read,https://www.goodreads.com/book/show/4588949-the-sorceress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273841l/4588949._SX50_.jpg,[],
The Necromancer,"Scott, Michael",0385905165,4.13,5,not set,read,https://www.goodreads.com/book/show/6693332-the-necromancer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273757l/6693332._SY75_.jpg,[],
This Isn't What It Looks Like,"Bosch, Pseudonymous",0316076252,4.28,3,not set,read,https://www.goodreads.com/book/show/7939759-this-isn-t-what-it-looks-like,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275035190l/7939759._SX50_.jpg,[],
The Warlock,"Scott, Michael",0385735332,4.18,4,not set,read,https://www.goodreads.com/book/show/8458018-the-warlock,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273778l/8458018._SX50_.jpg,[],
You Have to Stop This,"Bosch, Pseudonymous",0316076260,4.31,3,not set,read,https://www.goodreads.com/book/show/10757817-you-have-to-stop-this,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304192983l/10757817._SX50_.jpg,[],
To Kill a Mockingbird,"Lee, Harper",0060935464,4.26,4,not set,read,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553383690l/2657._SY75_.jpg,[],
Crime and Punishment,"Dostoevsky, Fyodor",,4.28,3,not set,read,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449l/7144._SY75_.jpg,[],
Romeo and Juliet,"Shakespeare, William",0743477111,3.74,3,not set,read,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629680008l/18135._SY75_.jpg,[],
Charlotte’s Web,"White, E.B.",0064410935,4.21,3,not set,read,https://www.goodreads.com/book/show/24178.Charlotte_s_Web,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628267712l/24178._SY75_.jpg,[],
A Clash of Kings,"Martin, George R.R.",0553381695,4.42,5,not set,read,https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567840212l/10572._SY75_.jpg,[],
A Storm of Swords,"Martin, George R.R.",055357342X,4.55,5,not set,read,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571318786l/62291._SY75_.jpg,[],
A Feast for Crows,"Martin, George R.R.",055358202X,4.17,5,not set,read,https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661026821l/13497._SY75_.jpg,[],
A Dance with Dragons,"Martin, George R.R.",,4.34,5,not set,read,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581625286l/10664113._SX50_.jpg,[],
Chronicle of a Death Foretold,"García Márquez, Gabriel",140003471X,3.97,3,not set,read,https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657558535l/23878._SY75_.jpg,[],
Persepolis. The story of a childhood,"Satrapi, Marjane",037571457X,4.27,3,not set,read,https://www.goodreads.com/book/show/9516.Persepolis_The_story_of_a_childhood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425871473l/9516._SX50_.jpg,[],
A Gentleman in Moscow,"Towles, Amor",,4.32,4,not set,read,https://www.goodreads.com/book/show/34066798-a-gentleman-in-moscow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718915012l/34066798._SY75_.jpg,[],
The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,3.83,3,not set,read,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546096879l/2956._SX50_.jpg,[],
Hamlet,"Shakespeare, William",0521618746,4.02,3,not set,read,https://www.goodreads.com/book/show/1420.Hamlet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208l/1420._SY75_.jpg,[],
Macbeth,"Shakespeare, William",0743477103,3.89,4,not set,read,https://www.goodreads.com/book/show/8852.Macbeth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795224l/8852._SY75_.jpg,[],
A Midsummer Night’s Dream,"Shakespeare, William",0743477545,3.94,3,not set,read,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874534l/1622._SY75_.jpg,[],
Life of Pi,"Martel, Yann",0770430074,3.94,5,not set,read,https://www.goodreads.com/book/show/4214.Life_of_Pi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631251689l/4214._SY75_.jpg,[],
Green Eggs and Ham,Dr. Seuss,0394800168,4.31,3,not set,read,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673212751l/23772._SX50_.jpg,[],
Eragon,"Paolini, Christopher",0375826696,3.96,4,not set,read,https://www.goodreads.com/book/show/113436.Eragon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366212852l/113436._SX50_.jpg,[],
