title,author,isbn,avg_rating,user_rating,date_read,shelf,url,cover_url,genres,description
Xenocide,"Card, Orson Scott",0312861877,3.82,5,not set,read,https://www.goodreads.com/book/show/8648.Xenocide,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924577l/8648._SY75_.jpg,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space']",
Shadow of the Hegemon,"Card, Orson Scott",0812565959,3.97,5,not set,read,https://www.goodreads.com/book/show/9534.Shadow_of_the_Hegemon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537335644l/9534._SY75_.jpg,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Adventure']",
Children of the Mind,"Card, Orson Scott",0765304740,3.78,5,not set,read,https://www.goodreads.com/book/show/31360.Children_of_the_Mind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1733820590l/31360._SY75_.jpg,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space']",
Shadow of the Giant,"Card, Orson Scott",1841492051,4.01,5,not set,read,https://www.goodreads.com/book/show/8647.Shadow_of_the_Giant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165699277l/8647._SY75_.jpg,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Young Adult', 'Audiobook', 'Space']",
Ender in Exile,"Card, Orson Scott",0765304961,3.92,5,not set,read,https://www.goodreads.com/book/show/3220405-ender-in-exile,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442883678l/3220405._SX50_.jpg,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space']",
The Last Shadow,"Card, Orson Scott",0765304953,3.63,5,not set,read,https://www.goodreads.com/book/show/7108926-the-last-shadow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612199553l/7108926._SY75_.jpg,"['Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Young Adult', 'Science Fiction Fantasy', 'Aliens']",
The Next Fifty Things that Made the Modern Economy,"Harford, Tim",1408712644,4.08,5,not set,read,https://www.goodreads.com/book/show/52716719-the-next-fifty-things-that-made-the-modern-economy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1616445997l/52716719._SY75_.jpg,"['Economics', 'Nonfiction', 'History', 'Business', 'Technology', 'Science', 'Society']",
"Money: From Bronze to Bitcoin, the True Story of a Made-up Thing","Goldstein, Jacob",1786495724,4.19,5,not set,read,https://www.goodreads.com/book/show/59425563-money,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634824732l/59425563._SY75_.jpg,"['Nonfiction', 'Economics', 'History', 'Finance', 'Business', 'Money', 'Audiobook']",
Socrates' Defence,Plato,0141397640,4.19,4,not set,read,https://www.goodreads.com/book/show/24874318-socrates-defence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423750716l/24874318._SX50_.jpg,"['Philosophy', 'Classics', 'Nonfiction', 'History', 'Politics', 'Ancient', 'School']",
The Last Olympian,"Riordan, Rick",1423101472,4.55,5,not set,read,https://www.goodreads.com/book/show/4556058-the-last-olympian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1723393514l/4556058._SY75_.jpg,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",
The Demigod Files,"Riordan, Rick",142312166X,4.02,3,not set,read,https://www.goodreads.com/book/show/3992598-the-demigod-files,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533071526l/3992598._SX50_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Short Stories', 'Adventure']",
Percy Jackson's Greek Gods,"Riordan, Rick",,4.43,4,not set,read,https://www.goodreads.com/book/show/20829994-percy-jackson-s-greek-gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437455100l/20829994._SX50_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Greek Mythology', 'Adventure']",
Percy Jackson's Greek Heroes,"Riordan, Rick",1423183657,4.41,4,not set,read,https://www.goodreads.com/book/show/23349901-percy-jackson-s-greek-heroes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413406290l/23349901._SX50_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Greek Mythology', 'Fiction', 'Adventure']",
The Lost Hero,"Riordan, Rick",142311339X,4.29,5,not set,read,https://www.goodreads.com/book/show/7736182-the-lost-hero,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003l/7736182._SY75_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",
The Mark of Athena,"Riordan, Rick",1423140605,4.47,5,not set,read,https://www.goodreads.com/book/show/12127750-the-mark-of-athena,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354l/12127750._SY75_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",
The Son of Neptune,"Riordan, Rick",1423140591,4.41,4,not set,read,https://www.goodreads.com/book/show/9520360-the-son-of-neptune,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114l/9520360._SY75_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",
The House of Hades,"Riordan, Rick",1423146727,4.57,4,not set,read,https://www.goodreads.com/book/show/12127810-the-house-of-hades,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201430l/12127810._SY75_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']",
The Red Pyramid,"Riordan, Rick",1423113381,4.1,4,not set,read,https://www.goodreads.com/book/show/7090447-the-red-pyramid,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018382l/7090447._SY75_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens']",
The Blood of Olympus,"Riordan, Rick",,4.43,4,not set,read,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201441l/18705209._SY75_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology']",
The Throne of Fire,"Riordan, Rick",1423140567,4.19,4,not set,read,https://www.goodreads.com/book/show/9067850-the-throne-of-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018148l/9067850._SY75_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']",
The Serpent's Shadow,"Riordan, Rick",1423140575,4.28,4,not set,read,https://www.goodreads.com/book/show/12893742-the-serpent-s-shadow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366227982l/12893742._SY75_.jpg,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']",
Common Sense,"Paine, Thomas",0143036254,4.0,4,not set,read,https://www.goodreads.com/book/show/161744.Common_Sense,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209451l/161744._SY75_.jpg,"['History', 'Nonfiction', 'Classics', 'Philosophy', 'Politics', 'American History', 'Historical']",
64 Geeks: The Brains Who Shaped Our World,"Newkey-Burden, Chas",,3.74,3,not set,read,https://www.goodreads.com/book/show/42352427-64-geeks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539640398l/42352427._SX50_.jpg,"['Biography', 'Nonfiction']",
Ready Player One,"Cline, Ernest",030788743X,4.23,4,not set,read,https://www.goodreads.com/book/show/9969571-ready-player-one,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947l/9969571._SY75_.jpg,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Book Club']",
A Game of Thrones,"Martin, George R.R.",0553588486,4.45,5,not set,read,https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234l/13496._SY75_.jpg,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Audiobook', 'Science Fiction Fantasy']",
Airman,"Colfer, Eoin",0141383356,4.15,5,not set,read,https://www.goodreads.com/book/show/2049993.Airman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327967233l/2049993._SY75_.jpg,"['Young Adult', 'Fantasy', 'Steampunk', 'Historical Fiction', 'Fiction', 'Adventure', 'Science Fiction']",
Artemis Fowl,"Colfer, Eoin",,3.86,4,not set,read,https://www.goodreads.com/book/show/249747.Artemis_Fowl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661894l/249747._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Science Fiction', 'Adventure']",
The Atlantis Complex,"Colfer, Eoin",1423128192,3.97,3,not set,read,https://www.goodreads.com/book/show/7005865-the-atlantis-complex,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522213238l/7005865._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Magic']",
The Lost Colony,"Colfer, Eoin",,4.01,3,not set,read,https://www.goodreads.com/book/show/37586.The_Lost_Colony,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522190376l/37586._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Childrens']",
The Arctic Incident,"Colfer, Eoin",,3.96,3,not set,read,https://www.goodreads.com/book/show/114955.The_Arctic_Incident,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388294381l/114955._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Science Fiction', 'Childrens', 'Adventure']",
The Opal Deception,"Colfer, Eoin",1423103998,4.06,3,not set,read,https://www.goodreads.com/book/show/114954.The_Opal_Deception,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266475201l/114954._SY75_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Childrens']",
The Eternity Code,"Colfer, Eoin",0141321318,4.05,3,not set,read,https://www.goodreads.com/book/show/227865.The_Eternity_Code,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945417l/227865._SY75_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Science Fiction', 'Adventure', 'Childrens']",
The Time Paradox,"Colfer, Eoin",,4.08,3,not set,read,https://www.goodreads.com/book/show/2179276.The_Time_Paradox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522190483l/2179276._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Magic']",
The Last Guardian,"Colfer, Eoin",1423161610,4.16,3,not set,read,https://www.goodreads.com/book/show/9307674-the-last-guardian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522745526l/9307674._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Magic']",
The Seventh Dwarf,"Colfer, Eoin",0141318007,3.9,3,not set,read,https://www.goodreads.com/book/show/904896.The_Seventh_Dwarf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327164341l/904896._SY75_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Short Stories']",
The City of Ember / The People of Sparks / The Prophet of Yonwood / The Diamond of Darkhold,"DuPrau, Jeanne",,4.26,4,not set,read,https://www.goodreads.com/book/show/21847967-the-city-of-ember-the-people-of-sparks-the-prophet-of-yonwood-the,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396708904l/21847967._SX50_.jpg,"['Young Adult', 'Fantasy', 'Fiction', 'Dystopia', 'Science Fiction', 'Childrens', 'Kids']",
The City of Ember,"DuPrau, Jeanne",0375822747,3.9,4,not set,read,https://www.goodreads.com/book/show/307791.The_City_of_Ember,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591616783l/307791._SX50_.jpg,"['Young Adult', 'Fantasy', 'Dystopia', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens']",
The People of Sparks,"DuPrau, Jeanne",0375828257,3.7,3,not set,read,https://www.goodreads.com/book/show/3467.The_People_of_Sparks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397931991l/3467._SX50_.jpg,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Middle Grade', 'Post Apocalyptic']",
The Diamond of Darkhold,"DuPrau, Jeanne",0375955712,3.82,3,not set,read,https://www.goodreads.com/book/show/2493973.The_Diamond_of_Darkhold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320636372l/2493973._SY75_.jpg,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Middle Grade', 'Post Apocalyptic']",
The Prophet of Yonwood,"DuPrau, Jeanne",0440421241,3.28,3,not set,read,https://www.goodreads.com/book/show/207034.The_Prophet_of_Yonwood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320636285l/207034._SY75_.jpg,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Middle Grade', 'Childrens']",
This is Going to Hurt: Secret Diaries of a Junior Doctor,"Kay, Adam",,4.4,5,not set,read,https://www.goodreads.com/book/show/35510008-this-is-going-to-hurt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498340278l/35510008._SY75_.jpg,"['Nonfiction', 'Memoir', 'Medicine', 'Biography', 'Medical', 'Audiobook', 'Humor']",
The Martian,"Weir, Andy",0804139024,4.42,5,not set,read,https://www.goodreads.com/book/show/18007564-the-martian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054l/18007564._SY75_.jpg,"['Science Fiction', 'Fiction', 'Audiobook', 'Book Club', 'Adventure', 'Space', 'Adult']",
The Alchemyst,"Scott, Michael",0552562521,3.86,5,not set,read,https://www.goodreads.com/book/show/17402605-the-alchemyst,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361310229l/17402605._SY75_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Mythology', 'Adventure', 'Middle Grade']",
The Name of This Book Is Secret,"Bosch, Pseudonymous",0316113662,4.07,3,not set,read,https://www.goodreads.com/book/show/1099301.The_Name_of_This_Book_Is_Secret,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442896331l/1099301._SX50_.jpg,"['Mystery', 'Fantasy', 'Middle Grade', 'Fiction', 'Young Adult', 'Adventure', 'Childrens']",
The Magician,"Scott, Michael",0385733585,4.1,5,not set,read,https://www.goodreads.com/book/show/2402971.The_Magician,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273675l/2402971._SY75_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Mythology', 'Adventure', 'Urban Fantasy']",
The Sorceress,"Scott, Michael",0385735294,4.12,5,not set,read,https://www.goodreads.com/book/show/4588949-the-sorceress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273841l/4588949._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Magic', 'Adventure', 'Urban Fantasy']",
The Necromancer,"Scott, Michael",0385905165,4.13,5,not set,read,https://www.goodreads.com/book/show/6693332-the-necromancer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273757l/6693332._SY75_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Magic', 'Adventure', 'Urban Fantasy']",
This Isn't What It Looks Like,"Bosch, Pseudonymous",0316076252,4.28,3,not set,read,https://www.goodreads.com/book/show/7939759-this-isn-t-what-it-looks-like,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275035190l/7939759._SX50_.jpg,"['Fantasy', 'Mystery', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Young Adult']",
The Warlock,"Scott, Michael",0385735332,4.18,4,not set,read,https://www.goodreads.com/book/show/8458018-the-warlock,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273778l/8458018._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Magic', 'Adventure', 'Urban Fantasy']",
You Have to Stop This,"Bosch, Pseudonymous",0316076260,4.31,3,not set,read,https://www.goodreads.com/book/show/10757817-you-have-to-stop-this,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304192983l/10757817._SX50_.jpg,"['Fantasy', 'Mystery', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Young Adult']",
To Kill a Mockingbird,"Lee, Harper",0060935464,4.26,4,not set,read,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553383690l/2657._SY75_.jpg,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical']",
Crime and Punishment,"Dostoevsky, Fyodor",,4.28,3,not set,read,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449l/7144._SY75_.jpg,"['Fiction', 'Russia', 'Russian Literature', 'Literature', 'Philosophy', 'Novels', 'Crime']",
Romeo and Juliet,"Shakespeare, William",0743477111,3.74,3,not set,read,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629680008l/18135._SY75_.jpg,"['Classics', 'Plays', 'Fiction', 'Romance', 'School', 'Drama', 'Read For School']",
Charlotte’s Web,"White, E.B.",0064410935,4.21,3,not set,read,https://www.goodreads.com/book/show/24178.Charlotte_s_Web,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628267712l/24178._SY75_.jpg,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Middle Grade', 'Animals']",
A Clash of Kings,"Martin, George R.R.",0553381695,4.42,5,not set,read,https://www.goodreads.com/book/show/10572.A_Clash_of_Kings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567840212l/10572._SY75_.jpg,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adult']",
A Storm of Swords,"Martin, George R.R.",055357342X,4.55,5,not set,read,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571318786l/62291._SY75_.jpg,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adult']",
A Feast for Crows,"Martin, George R.R.",055358202X,4.17,5,not set,read,https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661026821l/13497._SY75_.jpg,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adult', 'Audiobook']",
A Dance with Dragons,"Martin, George R.R.",,4.34,5,not set,read,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581625286l/10664113._SX50_.jpg,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons', 'Audiobook']",
Chronicle of a Death Foretold,"García Márquez, Gabriel",140003471X,3.97,3,not set,read,https://www.goodreads.com/book/show/23878.Chronicle_of_a_Death_Foretold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657558535l/23878._SY75_.jpg,"['Fiction', 'Classics', 'Magical Realism', 'School', 'Spanish Literature', 'Literature', 'Novels']",
Persepolis. The story of a childhood,"Satrapi, Marjane",037571457X,4.27,3,not set,read,https://www.goodreads.com/book/show/9516.Persepolis_The_story_of_a_childhood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425871473l/9516._SX50_.jpg,"['Graphic Novels', 'Nonfiction', 'Memoir', 'Comics', 'History', 'Biography', 'School']",
A Gentleman in Moscow,"Towles, Amor",,4.32,4,not set,read,https://www.goodreads.com/book/show/34066798-a-gentleman-in-moscow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718915012l/34066798._SY75_.jpg,"['Historical Fiction', 'Fiction', 'Book Club', 'Historical', 'Russia', 'Audiobook', 'Literary Fiction']",
The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,3.83,3,not set,read,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546096879l/2956._SX50_.jpg,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Adventure', 'Young Adult', 'School']",
Hamlet,"Shakespeare, William",0521618746,4.02,3,not set,read,https://www.goodreads.com/book/show/1420.Hamlet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208l/1420._SY75_.jpg,"['Plays', 'Fiction', 'School', 'Literature', 'Read For School', 'Poetry', 'High School']",
Macbeth,"Shakespeare, William",0743477103,3.89,4,not set,read,https://www.goodreads.com/book/show/8852.Macbeth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795224l/8852._SY75_.jpg,"['Classics', 'Plays', 'Fiction', 'School', 'Drama', 'Read For School', 'Literature']",
A Midsummer Night’s Dream,"Shakespeare, William",0743477545,3.94,3,not set,read,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874534l/1622._SY75_.jpg,"['Plays', 'Fiction', 'Fantasy', 'School', 'Romance', 'Poetry', 'Literature']",
Life of Pi,"Martel, Yann",0770430074,3.94,5,not set,read,https://www.goodreads.com/book/show/4214.Life_of_Pi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631251689l/4214._SY75_.jpg,"['Fiction', 'Fantasy', 'Classics', 'Book Club', 'Adventure', 'Magical Realism', 'Novels']",
Green Eggs and Ham,Dr. Seuss,0394800168,4.31,3,not set,read,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673212751l/23772._SX50_.jpg,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor']",
Eragon,"Paolini, Christopher",0375826696,3.96,4,not set,read,https://www.goodreads.com/book/show/113436.Eragon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366212852l/113436._SX50_.jpg,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']",
Where the Red Fern Grows,"Rawls, Wilson",0375806814,4.12,3,not set,read,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518702249l/10365._SY75_.jpg,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical Fiction', 'Middle Grade', 'Animals']",
Holes,"Sachar, Louis",0439244196,4.01,5,not set,read,https://www.goodreads.com/book/show/38709.Holes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618269830l/38709._SX50_.jpg,"['Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Classics', 'School', 'Realistic Fiction']",
The Cat in the Hat,Dr. Seuss,039480001X,4.19,3,not set,read,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468890477l/233093._SX50_.jpg,"['Childrens', 'Picture Books', 'Fiction', 'Poetry', 'Classics', 'Fantasy', 'Humor']",
Heart of Darkness,"Conrad, Joseph",1892295490,3.43,3,not set,read,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392799983l/4900._SX50_.jpg,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'School', 'Novels', 'Audiobook']",
Bridge to Terabithia,"Paterson, Katherine",,4.06,3,not set,read,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532478367l/40940121._SY75_.jpg,"['Fiction', 'Young Adult', 'Classics', 'Fantasy', 'Childrens', 'Middle Grade', 'Realistic Fiction']",
The Joy Luck Club,"Tan, Amy",,3.97,3,not set,read,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304978653l/7763._SY75_.jpg,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Book Club', 'Historical']",
"Oh, the Places You’ll Go!",Dr. Seuss,0679805273,4.37,3,not set,read,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630510695l/191139._SX50_.jpg,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult']",
A Farewell to Arms,"Hemingway, Ernest",0099910101,3.82,3,not set,read,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313714836l/10799._SY75_.jpg,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Literature', 'Novels', 'Romance']",
The Diary of a Young Girl,"Frank, Anne",,4.2,3,not set,read,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565l/48855._SY75_.jpg,"['Nonfiction', 'Biography', 'Memoir', 'Classics', 'Historical', 'Holocaust', 'Autobiography']",
The Song of Achilles,"Miller, Madeline",,4.31,4,not set,read,https://www.goodreads.com/book/show/13623848-the-song-of-achilles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357177533l/13623848._SY75_.jpg,"['Fantasy', 'Historical Fiction', 'Romance', 'Fiction', 'Mythology', 'LGBT', 'Queer']",
The Tales of Beedle the Bard,"Rowling, J.K.",0747599874,4.03,4,not set,read,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630876355l/3950967._SX50_.jpg,"['Fantasy', 'Fiction', 'Young Adult', 'Short Stories', 'Childrens', 'Magic', 'Middle Grade']",
Don't Call Me Ishmael!,"Bauer, Michael Gerard",1862916667,3.39,3,not set,read,https://www.goodreads.com/book/show/683406.Don_t_Call_Me_Ishmael_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568151090l/683406._SY75_.jpg,"['Young Adult', 'School', 'Fiction', 'Humor', 'Contemporary', 'Read For School', 'High School']",
I Am Number Four,"Lore, Pittacus",0061969559,3.94,5,not set,read,https://www.goodreads.com/book/show/7747374-i-am-number-four,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305807140l/7747374._SY75_.jpg,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Romance', 'Paranormal']",
